"","Item.Shelving.Id","Item.Call.Number","Catalog.Id","Item.Library.Code","Catalog.Pub.Year","Catalog.Title","Catalog.Author","Item.Barcode","Item.Collection","Item.Status","Item.Type","Item.Created.Date","Item.Last.Checkout.Date","Item.Lifetime.Checkout","Item.Lifetime.Renewals","Item.Lifetime.Inhouse.Uses","Item.Legacy.Total.Charges","Number.of.Items","days_since_last_checkout","Item.Lifetime.Checkout.Corrected","checkouts_per_day","x0","x1","x2","x3","x4","x5","scoreA","scoreB","scoreC","modelC","dscoreC","model","NumInhouseUses","NumCheckouts","NumRenewals","MODEL","n","MultiVolume"
"1","DE 000001 .A28  V.1","DE1 .A28 v.1",2413317,"ALDERMAN",1988,"East and west : cultural relations in the ancient world /","","X002642519","STACKS","STACKS","BOOK","7/1/96","11/20/02",0,0,6,3,3,6025,3,0.000358937544867193,-0.182898972158696,0.633190443657964,-0.163494883577012,-0.184670505165197,0.845483716666618,-0.28791085348698,0.455839788577108,0.0740693816915154,0.188578991224987,534,0.811421008775013,"0",6,3,0,"0",1,TRUE
"2","DE 000001 .A28  V.5","DE1 .A28 v.5",2381198,"ALDERMAN",1993,"Aspects of Hellenism in Italy : towards a cultural unity? /","","X002600173","STACKS","STACKS","BOOK","7/1/96","4/25/14",0,0,2,5,1,1851,5,0.000598229241445322,-0.208913415942403,0.633190443657964,-0.0442542542012966,-0.184670505165197,-0.728181202661596,-0.211382475246956,0.662008208885204,0.646342624677345,0.564550232621454,318,0.435449767378546,"0",2,5,0,"0",1,TRUE
"3","DE 000001 .C3  V.000001 NO.000001","DE1 .C3 v.1 no.1",189564,"ALDERMAN",1929,"New aspects of the Menon painter,","Smith, H. R. W. (Henry Roy William),","X000868488","STACKS","STACKS","BOOK","6/28/96","8/29/17",0,0,0,1,1,629,1,0.000119602918311207,0.124071464489046,0.634382320951019,-0.282735512952728,-0.184670505165197,-1.18889479428092,-0.36445296125306,0.691197532831482,0.325174376135692,0.536859385158205,331,0.463140614841795,"0",0,1,0,"0",1,TRUE
"4","DE 000001 .C3  V.000001 NO.000002","DE1 .C3 v.1 no.2",420892,"ALDERMAN",1930,"The ""armed Aphrodite"" on Acrocorinth and the Aphrodite of Capua,","Broneer, Oscar,","X000868490","STACKS","STACKS","BOOK","6/29/96","11/17/11",0,0,0,3,1,2741,3,0.000358851674641148,0.118868575732304,0.633985028520001,-0.163494883577012,-0.184670505165197,-0.392636933806275,-0.287938315823669,0.626784214561339,0.60664367582649,0.371984758592398,412,0.628015241407602,"0",0,3,0,"0",1,TRUE
"5","DE 000001 .C3  V.000001 NO.000003","DE1 .C3 v.1 no.3",421376,"ALDERMAN",1932,"The origin of Chalcidian ware,","Smith, H. R. W. (Henry Roy William),","X000868487","STACKS","STACKS","BOOK","6/29/96","1/26/11",0,0,0,2,1,3036,2,0.000239234449760766,0.108462798218821,0.633985028520001,-0.22311519826487,-0.184670505165197,-0.28141720424187,-0.326193350831451,0.601580351529704,0.359086881857365,0.335336627379473,440,0.664663372620527,"0",0,2,0,"0",1,TRUE
"6","DE 000001 .C3  V.000001 NO.000006-000007,000012","DE1 .C3 v.1 no.6-7,12",2357763,"ALDERMAN",1937,"On the Athenian theater before 441 B.C.,","Allen, James Turney,","X002540086","STACKS","STACKS","BOOK","7/1/96","1/26/11",0,0,0,3,1,3036,3,0.000358937544867193,0.0824483544351145,0.633190443657964,-0.163494883577012,-0.184670505165197,-0.28141720424187,-0.28791085348698,0.611224057925986,0.560408144490793,0.354866301348486,431,0.645133698651514,"0",0,3,0,"0",1,TRUE
"7","DE 000001 .C3  V.000002 NO.000003","DE1 .C3 v.2 no.3",331299,"ALDERMAN",1977,"Supralineate abbreviations in Latin inscriptions /","Gordon, Arthur E. (Arthur Ernest),","X000049660","STACKS","STACKS","BOOK","6/28/96","1/26/11",0,0,0,0,1,3036,0,0,-0.125667195834541,0.634382320951019,-0.342355827640586,-0.184670505165197,-0.28141720424187,-0.402703420847015,0.559143216815037,0.148707122774795,0.3613167244124,425,0.6386832755876,"0",0,0,0,"0",1,TRUE
"8","DE 000001 .C3  V.000002 NO.000005 001952","DE1 .C3 v.2 no.5 1952",2269393,"ALDERMAN",1952,"Quintus Veranius, consul A.D. 49; a study based upon his recently identified sepulchral inscription.","Gordon, Arthur E. (Arthur Ernest),","X002399892","STACKS","STACKS","BOOK","7/1/96","10/31/17",0,0,1,4,1,566,4,0.000478583393156257,0.00440502308399369,0.633190443657964,-0.103874568889154,-0.184670505165197,-1.21264680432349,-0.249646664366968,0.716203691395073,0.851338322972879,0.615662243913572,294,0.384337756086428,"0",1,4,0,"0",1,TRUE
"9","DE 000001 .C3  V.000003 NO.000001 001946","DE1 .C3 v.3 no.1 1946",2269394,"ALDERMAN",1946,"The figure of Dionysos on the Siphnian frieze,","Lenzen, Victor Fritz,","X002589159","STACKS","STACKS","BOOK","7/1/96","10/31/17",0,0,1,9,1,566,9,0.00107681263460158,0.035622355624442,0.633190443657964,0.194227004550135,-0.184670505165197,-1.21264680432349,-0.0583257187669096,0.765430786917322,0.376382456393912,0.676571706990312,246,0.323428293009688,"1",1,9,0,"1",1,TRUE
"10","DE 000001 .C3  V.000003 NO.000003 001957","DE1 .C3 v.3 no.3 1957",2269395,"ALDERMAN",1957,"Contributions to the palaeography of Latin inscriptions,","Gordon, Joyce Anna (Stiefbold)","X002399890","STACKS","STACKS","BOOK","7/1/96","10/31/17",0,0,1,0,1,566,0,0,-0.0216094206997132,0.633190443657964,-0.342355827640586,-0.184670505165197,-1.21264680432349,-0.402703420847015,0.672559971310278,0.758680584374815,0.564319143453252,319,0.435680856546748,"0",1,0,0,"0",1,TRUE
